snippet_idx,persona_row_id,k,combo_id,combo_attrs,combo_values,Gender,Race,Ethnicity,Nationality,Culture,NativeLanguage,AgeRange,ReviewStyle,Role,Goal,Seniority,Domain,Priority,Standard,Module,ground_truth,predicted_label,raw_response
49,1,15,1,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,NonBinary|Latino|WhiteIrish|Austrian|FrenchCulture|KoreanLang|MiddleAged|Nitpicky|CodeOwner|ReadableCode|Intern|Backend|Performance|MergeApproved|FrontendUIModule,NonBinary,Latino,WhiteIrish,Austrian,FrenchCulture,KoreanLang,MiddleAged,Nitpicky,CodeOwner,ReadableCode,Intern,Backend,Performance,MergeApproved,FrontendUIModule,1,1,LABEL: 1
0,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,1,1,LABEL: 1
1,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,0,0,LABEL: 0
2,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,0,1,LABEL: 1
3,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,0,1,LABEL: 1
4,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,0,1,LABEL: 1
5,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,0,0,LABEL: 0
6,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,0,1,LABEL: 1
7,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,0,1,LABEL: 1
8,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,0,1,LABEL: 1
9,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,1,1,LABEL: 1
10,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,1,1,LABEL: 1
11,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,1,1,LABEL: 1
12,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,1,1,LABEL: 1
13,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,1,1,LABEL: 1
14,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,1,0,LABEL: 0
15,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,0,1,LABEL: 1
16,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,1,1,LABEL: 1
17,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,0,1,LABEL: 1
18,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,0,1,LABEL: 1
19,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,1,1,LABEL: 1
20,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,0,1,LABEL: 1
21,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,0,1,LABEL: 1
22,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,1,1,LABEL: 1
23,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,0,1,LABEL: 1
24,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,1,1,LABEL: 1
25,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,1,1,LABEL: 1
26,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,0,1,LABEL: 1
27,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,1,1,LABEL: 1
28,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,0,1,LABEL: 1
29,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,0,1,LABEL: 1
30,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,0,1,LABEL: 1
31,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,0,1,LABEL: 1
32,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,1,1,LABEL: 1
33,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,0,1,LABEL: 1
34,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,0,1,LABEL: 1
35,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,1,1,LABEL: 1
36,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,0,1,LABEL: 1
37,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,0,1,LABEL: 1
38,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,1,1,LABEL: 1
39,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,1,1,LABEL: 1
40,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,1,1,LABEL: 1
41,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,1,1,LABEL: 1
42,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,1,1,LABEL: 1
43,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,0,1,LABEL: 1
44,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,1,1,LABEL: 1
45,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,1,1,LABEL: 1
46,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,0,1,LABEL: 1
