snippet_idx,persona_row_id,k,combo_id,combo_attrs,combo_values,Gender,Race,Ethnicity,Nationality,Culture,NativeLanguage,AgeRange,ReviewStyle,Role,Goal,Seniority,Domain,Priority,Standard,Module,ground_truth,predicted_label,raw_response
49,1,15,1,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,NonBinary|Latino|WhiteIrish|Austrian|FrenchCulture|KoreanLang|MiddleAged|Nitpicky|CodeOwner|ReadableCode|Intern|Backend|Performance|MergeApproved|FrontendUIModule,NonBinary,Latino,WhiteIrish,Austrian,FrenchCulture,KoreanLang,MiddleAged,Nitpicky,CodeOwner,ReadableCode,Intern,Backend,Performance,MergeApproved,FrontendUIModule,1,0,LABEL: 0
0,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,1,0,LABEL: 0
1,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,0,0,LABEL: 0
2,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,0,0,LABEL: 0
3,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,0,1,LABEL: 1
4,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,0,0,LABEL: 0
5,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,0,0,LABEL: 0
6,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,0,1,LABEL: 1
7,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,0,0,LABEL: 0
8,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,0,0,LABEL: 0
9,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,1,0,LABEL: 0
10,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,1,0,LABEL: 0
11,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,1,0,LABEL: 0
12,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,1,0,LABEL: 0
13,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,1,0,LABEL: 0
14,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,1,0,LABEL: 0
15,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,0,0,LABEL: 0
16,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,1,0,LABEL: 0
17,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,0,0,LABEL: 0
18,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,0,0,LABEL: 0
19,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,1,0,LABEL: 0
20,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,0,0,LABEL: 0
21,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,0,0,LABEL: 0
22,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,1,0,LABEL: 0
23,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,0,0,LABEL: 0
24,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,1,0,LABEL: 0
25,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,1,0,LABEL: 0
26,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,0,1,LABEL: 1
27,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,1,1,LABEL: 1
28,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,0,0,LABEL: 0
29,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,0,1,LABEL: 1
30,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,0,0,LABEL: 0
31,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,0,0,LABEL: 0
32,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,1,0,LABEL: 0
33,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,0,0,LABEL: 0
34,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,0,0,LABEL: 0
35,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,1,0,LABEL: 0
36,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,0,1,LABEL: 1
37,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,0,0,LABEL: 0
38,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,1,0,LABEL: 0
39,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,1,0,LABEL: 0
40,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,1,0,LABEL: 0
41,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,1,1,LABEL: 1
42,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,1,0,LABEL: 0
43,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,0,0,LABEL: 0
44,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,1,0,LABEL: 0
45,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,1,0,LABEL: 0
46,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,0,0,LABEL: 0
