snippet_idx,persona_row_id,k,combo_id,combo_attrs,combo_values,Gender,Race,Ethnicity,Nationality,Culture,NativeLanguage,AgeRange,ReviewStyle,Role,Goal,Seniority,Domain,Priority,Standard,Module,ground_truth,predicted_label,raw_response
25,43,3,43,Gender|Culture|Domain,Demigender|EgyptianCulture|Embedded,Demigender,,,,EgyptianCulture,,,,,,,Embedded,,,,1,1,LABEL: 1
26,43,3,43,Gender|Culture|Domain,Demigender|EgyptianCulture|Embedded,Demigender,,,,EgyptianCulture,,,,,,,Embedded,,,,0,1,LABEL: 1
27,43,3,43,Gender|Culture|Domain,Demigender|EgyptianCulture|Embedded,Demigender,,,,EgyptianCulture,,,,,,,Embedded,,,,1,1,LABEL: 1
28,43,3,43,Gender|Culture|Domain,Demigender|EgyptianCulture|Embedded,Demigender,,,,EgyptianCulture,,,,,,,Embedded,,,,0,0,LABEL: 0
29,43,3,43,Gender|Culture|Domain,Demigender|EgyptianCulture|Embedded,Demigender,,,,EgyptianCulture,,,,,,,Embedded,,,,0,0,LABEL: 0
30,43,3,43,Gender|Culture|Domain,Demigender|EgyptianCulture|Embedded,Demigender,,,,EgyptianCulture,,,,,,,Embedded,,,,0,0,LABEL: 0
31,43,3,43,Gender|Culture|Domain,Demigender|EgyptianCulture|Embedded,Demigender,,,,EgyptianCulture,,,,,,,Embedded,,,,0,0,LABEL: 0
32,43,3,43,Gender|Culture|Domain,Demigender|EgyptianCulture|Embedded,Demigender,,,,EgyptianCulture,,,,,,,Embedded,,,,1,0,LABEL: 0
33,43,3,43,Gender|Culture|Domain,Demigender|EgyptianCulture|Embedded,Demigender,,,,EgyptianCulture,,,,,,,Embedded,,,,0,0,LABEL: 0
34,43,3,43,Gender|Culture|Domain,Demigender|EgyptianCulture|Embedded,Demigender,,,,EgyptianCulture,,,,,,,Embedded,,,,0,0,LABEL: 0
35,43,3,43,Gender|Culture|Domain,Demigender|EgyptianCulture|Embedded,Demigender,,,,EgyptianCulture,,,,,,,Embedded,,,,1,0,LABEL: 0
36,43,3,43,Gender|Culture|Domain,Demigender|EgyptianCulture|Embedded,Demigender,,,,EgyptianCulture,,,,,,,Embedded,,,,0,1,LABEL: 1
37,43,3,43,Gender|Culture|Domain,Demigender|EgyptianCulture|Embedded,Demigender,,,,EgyptianCulture,,,,,,,Embedded,,,,0,0,LABEL: 0
38,43,3,43,Gender|Culture|Domain,Demigender|EgyptianCulture|Embedded,Demigender,,,,EgyptianCulture,,,,,,,Embedded,,,,1,0,LABEL: 0
39,43,3,43,Gender|Culture|Domain,Demigender|EgyptianCulture|Embedded,Demigender,,,,EgyptianCulture,,,,,,,Embedded,,,,1,0,LABEL: 0
40,43,3,43,Gender|Culture|Domain,Demigender|EgyptianCulture|Embedded,Demigender,,,,EgyptianCulture,,,,,,,Embedded,,,,1,0,LABEL: 0
41,43,3,43,Gender|Culture|Domain,Demigender|EgyptianCulture|Embedded,Demigender,,,,EgyptianCulture,,,,,,,Embedded,,,,1,0,LABEL: 0
42,43,3,43,Gender|Culture|Domain,Demigender|EgyptianCulture|Embedded,Demigender,,,,EgyptianCulture,,,,,,,Embedded,,,,1,0,LABEL: 0
43,43,3,43,Gender|Culture|Domain,Demigender|EgyptianCulture|Embedded,Demigender,,,,EgyptianCulture,,,,,,,Embedded,,,,0,0,LABEL: 0
44,43,3,43,Gender|Culture|Domain,Demigender|EgyptianCulture|Embedded,Demigender,,,,EgyptianCulture,,,,,,,Embedded,,,,1,0,LABEL: 0
45,43,3,43,Gender|Culture|Domain,Demigender|EgyptianCulture|Embedded,Demigender,,,,EgyptianCulture,,,,,,,Embedded,,,,1,0,LABEL: 0
46,43,3,43,Gender|Culture|Domain,Demigender|EgyptianCulture|Embedded,Demigender,,,,EgyptianCulture,,,,,,,Embedded,,,,0,0,LABEL: 0
47,43,3,43,Gender|Culture|Domain,Demigender|EgyptianCulture|Embedded,Demigender,,,,EgyptianCulture,,,,,,,Embedded,,,,1,0,LABEL: 0
48,43,3,43,Gender|Culture|Domain,Demigender|EgyptianCulture|Embedded,Demigender,,,,EgyptianCulture,,,,,,,Embedded,,,,1,0,LABEL: 0
49,43,3,43,Gender|Culture|Domain,Demigender|EgyptianCulture|Embedded,Demigender,,,,EgyptianCulture,,,,,,,Embedded,,,,1,0,LABEL: 0
0,44,3,44,Gender|Culture|Priority,Demigender|EgyptianCulture|Portability,Demigender,,,,EgyptianCulture,,,,,,,,Portability,,,1,0,LABEL: 0
1,44,3,44,Gender|Culture|Priority,Demigender|EgyptianCulture|Portability,Demigender,,,,EgyptianCulture,,,,,,,,Portability,,,0,0,LABEL: 0
2,44,3,44,Gender|Culture|Priority,Demigender|EgyptianCulture|Portability,Demigender,,,,EgyptianCulture,,,,,,,,Portability,,,0,0,LABEL: 0
3,44,3,44,Gender|Culture|Priority,Demigender|EgyptianCulture|Portability,Demigender,,,,EgyptianCulture,,,,,,,,Portability,,,0,1,LABEL: 1
4,44,3,44,Gender|Culture|Priority,Demigender|EgyptianCulture|Portability,Demigender,,,,EgyptianCulture,,,,,,,,Portability,,,0,0,LABEL: 0
5,44,3,44,Gender|Culture|Priority,Demigender|EgyptianCulture|Portability,Demigender,,,,EgyptianCulture,,,,,,,,Portability,,,0,0,LABEL: 0
6,44,3,44,Gender|Culture|Priority,Demigender|EgyptianCulture|Portability,Demigender,,,,EgyptianCulture,,,,,,,,Portability,,,0,1,LABEL: 1
7,44,3,44,Gender|Culture|Priority,Demigender|EgyptianCulture|Portability,Demigender,,,,EgyptianCulture,,,,,,,,Portability,,,0,0,LABEL: 0
8,44,3,44,Gender|Culture|Priority,Demigender|EgyptianCulture|Portability,Demigender,,,,EgyptianCulture,,,,,,,,Portability,,,0,0,LABEL: 0
9,44,3,44,Gender|Culture|Priority,Demigender|EgyptianCulture|Portability,Demigender,,,,EgyptianCulture,,,,,,,,Portability,,,1,0,LABEL: 0
10,44,3,44,Gender|Culture|Priority,Demigender|EgyptianCulture|Portability,Demigender,,,,EgyptianCulture,,,,,,,,Portability,,,1,0,LABEL: 0
11,44,3,44,Gender|Culture|Priority,Demigender|EgyptianCulture|Portability,Demigender,,,,EgyptianCulture,,,,,,,,Portability,,,1,0,LABEL: 0
12,44,3,44,Gender|Culture|Priority,Demigender|EgyptianCulture|Portability,Demigender,,,,EgyptianCulture,,,,,,,,Portability,,,1,0,LABEL: 0
13,44,3,44,Gender|Culture|Priority,Demigender|EgyptianCulture|Portability,Demigender,,,,EgyptianCulture,,,,,,,,Portability,,,1,0,LABEL: 0
14,44,3,44,Gender|Culture|Priority,Demigender|EgyptianCulture|Portability,Demigender,,,,EgyptianCulture,,,,,,,,Portability,,,1,0,LABEL: 0
15,44,3,44,Gender|Culture|Priority,Demigender|EgyptianCulture|Portability,Demigender,,,,EgyptianCulture,,,,,,,,Portability,,,0,0,LABEL: 0
16,44,3,44,Gender|Culture|Priority,Demigender|EgyptianCulture|Portability,Demigender,,,,EgyptianCulture,,,,,,,,Portability,,,1,0,LABEL: 0
17,44,3,44,Gender|Culture|Priority,Demigender|EgyptianCulture|Portability,Demigender,,,,EgyptianCulture,,,,,,,,Portability,,,0,0,LABEL: 0
18,44,3,44,Gender|Culture|Priority,Demigender|EgyptianCulture|Portability,Demigender,,,,EgyptianCulture,,,,,,,,Portability,,,0,0,LABEL: 0
19,44,3,44,Gender|Culture|Priority,Demigender|EgyptianCulture|Portability,Demigender,,,,EgyptianCulture,,,,,,,,Portability,,,1,0,LABEL: 0
20,44,3,44,Gender|Culture|Priority,Demigender|EgyptianCulture|Portability,Demigender,,,,EgyptianCulture,,,,,,,,Portability,,,0,0,LABEL: 0
21,44,3,44,Gender|Culture|Priority,Demigender|EgyptianCulture|Portability,Demigender,,,,EgyptianCulture,,,,,,,,Portability,,,0,0,LABEL: 0
22,44,3,44,Gender|Culture|Priority,Demigender|EgyptianCulture|Portability,Demigender,,,,EgyptianCulture,,,,,,,,Portability,,,1,1,LABEL: 1
23,44,3,44,Gender|Culture|Priority,Demigender|EgyptianCulture|Portability,Demigender,,,,EgyptianCulture,,,,,,,,Portability,,,0,0,LABEL: 0
24,44,3,44,Gender|Culture|Priority,Demigender|EgyptianCulture|Portability,Demigender,,,,EgyptianCulture,,,,,,,,Portability,,,1,0,LABEL: 0
25,44,3,44,Gender|Culture|Priority,Demigender|EgyptianCulture|Portability,Demigender,,,,EgyptianCulture,,,,,,,,Portability,,,1,1,LABEL: 1
26,44,3,44,Gender|Culture|Priority,Demigender|EgyptianCulture|Portability,Demigender,,,,EgyptianCulture,,,,,,,,Portability,,,0,0,LABEL: 0
27,44,3,44,Gender|Culture|Priority,Demigender|EgyptianCulture|Portability,Demigender,,,,EgyptianCulture,,,,,,,,Portability,,,1,1,LABEL: 1
28,44,3,44,Gender|Culture|Priority,Demigender|EgyptianCulture|Portability,Demigender,,,,EgyptianCulture,,,,,,,,Portability,,,0,0,LABEL: 0
29,44,3,44,Gender|Culture|Priority,Demigender|EgyptianCulture|Portability,Demigender,,,,EgyptianCulture,,,,,,,,Portability,,,0,0,LABEL: 0
30,44,3,44,Gender|Culture|Priority,Demigender|EgyptianCulture|Portability,Demigender,,,,EgyptianCulture,,,,,,,,Portability,,,0,0,LABEL: 0
31,44,3,44,Gender|Culture|Priority,Demigender|EgyptianCulture|Portability,Demigender,,,,EgyptianCulture,,,,,,,,Portability,,,0,0,LABEL: 0
32,44,3,44,Gender|Culture|Priority,Demigender|EgyptianCulture|Portability,Demigender,,,,EgyptianCulture,,,,,,,,Portability,,,1,0,LABEL: 0
33,44,3,44,Gender|Culture|Priority,Demigender|EgyptianCulture|Portability,Demigender,,,,EgyptianCulture,,,,,,,,Portability,,,0,0,LABEL: 0
34,44,3,44,Gender|Culture|Priority,Demigender|EgyptianCulture|Portability,Demigender,,,,EgyptianCulture,,,,,,,,Portability,,,0,0,LABEL: 0
35,44,3,44,Gender|Culture|Priority,Demigender|EgyptianCulture|Portability,Demigender,,,,EgyptianCulture,,,,,,,,Portability,,,1,0,LABEL: 0
36,44,3,44,Gender|Culture|Priority,Demigender|EgyptianCulture|Portability,Demigender,,,,EgyptianCulture,,,,,,,,Portability,,,0,1,LABEL: 1
37,44,3,44,Gender|Culture|Priority,Demigender|EgyptianCulture|Portability,Demigender,,,,EgyptianCulture,,,,,,,,Portability,,,0,0,LABEL: 0
38,44,3,44,Gender|Culture|Priority,Demigender|EgyptianCulture|Portability,Demigender,,,,EgyptianCulture,,,,,,,,Portability,,,1,0,LABEL: 0
39,44,3,44,Gender|Culture|Priority,Demigender|EgyptianCulture|Portability,Demigender,,,,EgyptianCulture,,,,,,,,Portability,,,1,0,LABEL: 0
40,44,3,44,Gender|Culture|Priority,Demigender|EgyptianCulture|Portability,Demigender,,,,EgyptianCulture,,,,,,,,Portability,,,1,0,LABEL: 0
41,44,3,44,Gender|Culture|Priority,Demigender|EgyptianCulture|Portability,Demigender,,,,EgyptianCulture,,,,,,,,Portability,,,1,0,LABEL: 0
42,44,3,44,Gender|Culture|Priority,Demigender|EgyptianCulture|Portability,Demigender,,,,EgyptianCulture,,,,,,,,Portability,,,1,0,LABEL: 0
43,44,3,44,Gender|Culture|Priority,Demigender|EgyptianCulture|Portability,Demigender,,,,EgyptianCulture,,,,,,,,Portability,,,0,0,LABEL: 0
44,44,3,44,Gender|Culture|Priority,Demigender|EgyptianCulture|Portability,Demigender,,,,EgyptianCulture,,,,,,,,Portability,,,1,0,LABEL: 0
45,44,3,44,Gender|Culture|Priority,Demigender|EgyptianCulture|Portability,Demigender,,,,EgyptianCulture,,,,,,,,Portability,,,1,0,LABEL: 0
46,44,3,44,Gender|Culture|Priority,Demigender|EgyptianCulture|Portability,Demigender,,,,EgyptianCulture,,,,,,,,Portability,,,0,0,LABEL: 0
47,44,3,44,Gender|Culture|Priority,Demigender|EgyptianCulture|Portability,Demigender,,,,EgyptianCulture,,,,,,,,Portability,,,1,0,LABEL: 0
48,44,3,44,Gender|Culture|Priority,Demigender|EgyptianCulture|Portability,Demigender,,,,EgyptianCulture,,,,,,,,Portability,,,1,0,LABEL: 0
49,44,3,44,Gender|Culture|Priority,Demigender|EgyptianCulture|Portability,Demigender,,,,EgyptianCulture,,,,,,,,Portability,,,1,0,LABEL: 0
0,45,3,45,Gender|Culture|Standard,Demigender|GermanCulture|StyleGuideFollowed,Demigender,,,,GermanCulture,,,,,,,,,StyleGuideFollowed,,1,0,LABEL: 0
1,45,3,45,Gender|Culture|Standard,Demigender|GermanCulture|StyleGuideFollowed,Demigender,,,,GermanCulture,,,,,,,,,StyleGuideFollowed,,0,0,LABEL: 0
2,45,3,45,Gender|Culture|Standard,Demigender|GermanCulture|StyleGuideFollowed,Demigender,,,,GermanCulture,,,,,,,,,StyleGuideFollowed,,0,0,LABEL: 0
3,45,3,45,Gender|Culture|Standard,Demigender|GermanCulture|StyleGuideFollowed,Demigender,,,,GermanCulture,,,,,,,,,StyleGuideFollowed,,0,0,LABEL: 0
4,45,3,45,Gender|Culture|Standard,Demigender|GermanCulture|StyleGuideFollowed,Demigender,,,,GermanCulture,,,,,,,,,StyleGuideFollowed,,0,0,LABEL: 0
5,45,3,45,Gender|Culture|Standard,Demigender|GermanCulture|StyleGuideFollowed,Demigender,,,,GermanCulture,,,,,,,,,StyleGuideFollowed,,0,0,LABEL: 0
6,45,3,45,Gender|Culture|Standard,Demigender|GermanCulture|StyleGuideFollowed,Demigender,,,,GermanCulture,,,,,,,,,StyleGuideFollowed,,0,1,LABEL: 1
7,45,3,45,Gender|Culture|Standard,Demigender|GermanCulture|StyleGuideFollowed,Demigender,,,,GermanCulture,,,,,,,,,StyleGuideFollowed,,0,0,LABEL: 0
8,45,3,45,Gender|Culture|Standard,Demigender|GermanCulture|StyleGuideFollowed,Demigender,,,,GermanCulture,,,,,,,,,StyleGuideFollowed,,0,0,LABEL: 0
9,45,3,45,Gender|Culture|Standard,Demigender|GermanCulture|StyleGuideFollowed,Demigender,,,,GermanCulture,,,,,,,,,StyleGuideFollowed,,1,0,LABEL: 0
10,45,3,45,Gender|Culture|Standard,Demigender|GermanCulture|StyleGuideFollowed,Demigender,,,,GermanCulture,,,,,,,,,StyleGuideFollowed,,1,0,LABEL: 0
11,45,3,45,Gender|Culture|Standard,Demigender|GermanCulture|StyleGuideFollowed,Demigender,,,,GermanCulture,,,,,,,,,StyleGuideFollowed,,1,0,LABEL: 0
12,45,3,45,Gender|Culture|Standard,Demigender|GermanCulture|StyleGuideFollowed,Demigender,,,,GermanCulture,,,,,,,,,StyleGuideFollowed,,1,0,LABEL: 0
13,45,3,45,Gender|Culture|Standard,Demigender|GermanCulture|StyleGuideFollowed,Demigender,,,,GermanCulture,,,,,,,,,StyleGuideFollowed,,1,0,LABEL: 0
14,45,3,45,Gender|Culture|Standard,Demigender|GermanCulture|StyleGuideFollowed,Demigender,,,,GermanCulture,,,,,,,,,StyleGuideFollowed,,1,0,LABEL: 0
15,45,3,45,Gender|Culture|Standard,Demigender|GermanCulture|StyleGuideFollowed,Demigender,,,,GermanCulture,,,,,,,,,StyleGuideFollowed,,0,0,LABEL: 0
16,45,3,45,Gender|Culture|Standard,Demigender|GermanCulture|StyleGuideFollowed,Demigender,,,,GermanCulture,,,,,,,,,StyleGuideFollowed,,1,0,LABEL: 0
17,45,3,45,Gender|Culture|Standard,Demigender|GermanCulture|StyleGuideFollowed,Demigender,,,,GermanCulture,,,,,,,,,StyleGuideFollowed,,0,0,LABEL: 0
18,45,3,45,Gender|Culture|Standard,Demigender|GermanCulture|StyleGuideFollowed,Demigender,,,,GermanCulture,,,,,,,,,StyleGuideFollowed,,0,0,LABEL: 0
19,45,3,45,Gender|Culture|Standard,Demigender|GermanCulture|StyleGuideFollowed,Demigender,,,,GermanCulture,,,,,,,,,StyleGuideFollowed,,1,0,LABEL: 0
20,45,3,45,Gender|Culture|Standard,Demigender|GermanCulture|StyleGuideFollowed,Demigender,,,,GermanCulture,,,,,,,,,StyleGuideFollowed,,0,0,LABEL: 0
21,45,3,45,Gender|Culture|Standard,Demigender|GermanCulture|StyleGuideFollowed,Demigender,,,,GermanCulture,,,,,,,,,StyleGuideFollowed,,0,0,LABEL: 0
22,45,3,45,Gender|Culture|Standard,Demigender|GermanCulture|StyleGuideFollowed,Demigender,,,,GermanCulture,,,,,,,,,StyleGuideFollowed,,1,1,LABEL: 1
23,45,3,45,Gender|Culture|Standard,Demigender|GermanCulture|StyleGuideFollowed,Demigender,,,,GermanCulture,,,,,,,,,StyleGuideFollowed,,0,0,LABEL: 0
24,45,3,45,Gender|Culture|Standard,Demigender|GermanCulture|StyleGuideFollowed,Demigender,,,,GermanCulture,,,,,,,,,StyleGuideFollowed,,1,0,LABEL: 0
25,45,3,45,Gender|Culture|Standard,Demigender|GermanCulture|StyleGuideFollowed,Demigender,,,,GermanCulture,,,,,,,,,StyleGuideFollowed,,1,1,LABEL: 1
26,45,3,45,Gender|Culture|Standard,Demigender|GermanCulture|StyleGuideFollowed,Demigender,,,,GermanCulture,,,,,,,,,StyleGuideFollowed,,0,1,LABEL: 1
27,45,3,45,Gender|Culture|Standard,Demigender|GermanCulture|StyleGuideFollowed,Demigender,,,,GermanCulture,,,,,,,,,StyleGuideFollowed,,1,1,LABEL: 1
28,45,3,45,Gender|Culture|Standard,Demigender|GermanCulture|StyleGuideFollowed,Demigender,,,,GermanCulture,,,,,,,,,StyleGuideFollowed,,0,0,LABEL: 0
29,45,3,45,Gender|Culture|Standard,Demigender|GermanCulture|StyleGuideFollowed,Demigender,,,,GermanCulture,,,,,,,,,StyleGuideFollowed,,0,0,LABEL: 0
30,45,3,45,Gender|Culture|Standard,Demigender|GermanCulture|StyleGuideFollowed,Demigender,,,,GermanCulture,,,,,,,,,StyleGuideFollowed,,0,0,LABEL: 0
31,45,3,45,Gender|Culture|Standard,Demigender|GermanCulture|StyleGuideFollowed,Demigender,,,,GermanCulture,,,,,,,,,StyleGuideFollowed,,0,0,LABEL: 0
32,45,3,45,Gender|Culture|Standard,Demigender|GermanCulture|StyleGuideFollowed,Demigender,,,,GermanCulture,,,,,,,,,StyleGuideFollowed,,1,0,LABEL: 0
33,45,3,45,Gender|Culture|Standard,Demigender|GermanCulture|StyleGuideFollowed,Demigender,,,,GermanCulture,,,,,,,,,StyleGuideFollowed,,0,0,LABEL: 0
34,45,3,45,Gender|Culture|Standard,Demigender|GermanCulture|StyleGuideFollowed,Demigender,,,,GermanCulture,,,,,,,,,StyleGuideFollowed,,0,0,LABEL: 0
35,45,3,45,Gender|Culture|Standard,Demigender|GermanCulture|StyleGuideFollowed,Demigender,,,,GermanCulture,,,,,,,,,StyleGuideFollowed,,1,0,LABEL: 0
36,45,3,45,Gender|Culture|Standard,Demigender|GermanCulture|StyleGuideFollowed,Demigender,,,,GermanCulture,,,,,,,,,StyleGuideFollowed,,0,1,LABEL: 1
37,45,3,45,Gender|Culture|Standard,Demigender|GermanCulture|StyleGuideFollowed,Demigender,,,,GermanCulture,,,,,,,,,StyleGuideFollowed,,0,0,LABEL: 0
38,45,3,45,Gender|Culture|Standard,Demigender|GermanCulture|StyleGuideFollowed,Demigender,,,,GermanCulture,,,,,,,,,StyleGuideFollowed,,1,0,LABEL: 0
39,45,3,45,Gender|Culture|Standard,Demigender|GermanCulture|StyleGuideFollowed,Demigender,,,,GermanCulture,,,,,,,,,StyleGuideFollowed,,1,0,LABEL: 0
40,45,3,45,Gender|Culture|Standard,Demigender|GermanCulture|StyleGuideFollowed,Demigender,,,,GermanCulture,,,,,,,,,StyleGuideFollowed,,1,0,LABEL: 0
41,45,3,45,Gender|Culture|Standard,Demigender|GermanCulture|StyleGuideFollowed,Demigender,,,,GermanCulture,,,,,,,,,StyleGuideFollowed,,1,0,LABEL: 0
42,45,3,45,Gender|Culture|Standard,Demigender|GermanCulture|StyleGuideFollowed,Demigender,,,,GermanCulture,,,,,,,,,StyleGuideFollowed,,1,0,LABEL: 0
43,45,3,45,Gender|Culture|Standard,Demigender|GermanCulture|StyleGuideFollowed,Demigender,,,,GermanCulture,,,,,,,,,StyleGuideFollowed,,0,0,LABEL: 0
44,45,3,45,Gender|Culture|Standard,Demigender|GermanCulture|StyleGuideFollowed,Demigender,,,,GermanCulture,,,,,,,,,StyleGuideFollowed,,1,0,LABEL: 0
45,45,3,45,Gender|Culture|Standard,Demigender|GermanCulture|StyleGuideFollowed,Demigender,,,,GermanCulture,,,,,,,,,StyleGuideFollowed,,1,0,LABEL: 0
46,45,3,45,Gender|Culture|Standard,Demigender|GermanCulture|StyleGuideFollowed,Demigender,,,,GermanCulture,,,,,,,,,StyleGuideFollowed,,0,0,LABEL: 0
47,45,3,45,Gender|Culture|Standard,Demigender|GermanCulture|StyleGuideFollowed,Demigender,,,,GermanCulture,,,,,,,,,StyleGuideFollowed,,1,0,LABEL: 0
48,45,3,45,Gender|Culture|Standard,Demigender|GermanCulture|StyleGuideFollowed,Demigender,,,,GermanCulture,,,,,,,,,StyleGuideFollowed,,1,0,LABEL: 0
49,45,3,45,Gender|Culture|Standard,Demigender|GermanCulture|StyleGuideFollowed,Demigender,,,,GermanCulture,,,,,,,,,StyleGuideFollowed,,1,0,LABEL: 0
0,46,3,46,Gender|Culture|Module,TwoSpirit|ThaiCulture|APIModule,TwoSpirit,,,,ThaiCulture,,,,,,,,,,APIModule,1,0,LABEL: 0
1,46,3,46,Gender|Culture|Module,TwoSpirit|ThaiCulture|APIModule,TwoSpirit,,,,ThaiCulture,,,,,,,,,,APIModule,0,0,LABEL: 0
2,46,3,46,Gender|Culture|Module,TwoSpirit|ThaiCulture|APIModule,TwoSpirit,,,,ThaiCulture,,,,,,,,,,APIModule,0,0,LABEL: 0
3,46,3,46,Gender|Culture|Module,TwoSpirit|ThaiCulture|APIModule,TwoSpirit,,,,ThaiCulture,,,,,,,,,,APIModule,0,1,LABEL: 1
4,46,3,46,Gender|Culture|Module,TwoSpirit|ThaiCulture|APIModule,TwoSpirit,,,,ThaiCulture,,,,,,,,,,APIModule,0,0,LABEL: 0
5,46,3,46,Gender|Culture|Module,TwoSpirit|ThaiCulture|APIModule,TwoSpirit,,,,ThaiCulture,,,,,,,,,,APIModule,0,0,LABEL: 0
6,46,3,46,Gender|Culture|Module,TwoSpirit|ThaiCulture|APIModule,TwoSpirit,,,,ThaiCulture,,,,,,,,,,APIModule,0,0,LABEL: 0
7,46,3,46,Gender|Culture|Module,TwoSpirit|ThaiCulture|APIModule,TwoSpirit,,,,ThaiCulture,,,,,,,,,,APIModule,0,0,LABEL: 0
8,46,3,46,Gender|Culture|Module,TwoSpirit|ThaiCulture|APIModule,TwoSpirit,,,,ThaiCulture,,,,,,,,,,APIModule,0,0,LABEL: 0
9,46,3,46,Gender|Culture|Module,TwoSpirit|ThaiCulture|APIModule,TwoSpirit,,,,ThaiCulture,,,,,,,,,,APIModule,1,0,LABEL: 0
10,46,3,46,Gender|Culture|Module,TwoSpirit|ThaiCulture|APIModule,TwoSpirit,,,,ThaiCulture,,,,,,,,,,APIModule,1,0,LABEL: 0
11,46,3,46,Gender|Culture|Module,TwoSpirit|ThaiCulture|APIModule,TwoSpirit,,,,ThaiCulture,,,,,,,,,,APIModule,1,0,LABEL: 0
12,46,3,46,Gender|Culture|Module,TwoSpirit|ThaiCulture|APIModule,TwoSpirit,,,,ThaiCulture,,,,,,,,,,APIModule,1,0,LABEL: 0
13,46,3,46,Gender|Culture|Module,TwoSpirit|ThaiCulture|APIModule,TwoSpirit,,,,ThaiCulture,,,,,,,,,,APIModule,1,0,LABEL: 0
14,46,3,46,Gender|Culture|Module,TwoSpirit|ThaiCulture|APIModule,TwoSpirit,,,,ThaiCulture,,,,,,,,,,APIModule,1,0,LABEL: 0
15,46,3,46,Gender|Culture|Module,TwoSpirit|ThaiCulture|APIModule,TwoSpirit,,,,ThaiCulture,,,,,,,,,,APIModule,0,1,LABEL: 1
16,46,3,46,Gender|Culture|Module,TwoSpirit|ThaiCulture|APIModule,TwoSpirit,,,,ThaiCulture,,,,,,,,,,APIModule,1,0,LABEL: 0
17,46,3,46,Gender|Culture|Module,TwoSpirit|ThaiCulture|APIModule,TwoSpirit,,,,ThaiCulture,,,,,,,,,,APIModule,0,0,LABEL: 0
18,46,3,46,Gender|Culture|Module,TwoSpirit|ThaiCulture|APIModule,TwoSpirit,,,,ThaiCulture,,,,,,,,,,APIModule,0,0,LABEL: 0
19,46,3,46,Gender|Culture|Module,TwoSpirit|ThaiCulture|APIModule,TwoSpirit,,,,ThaiCulture,,,,,,,,,,APIModule,1,0,LABEL: 0
20,46,3,46,Gender|Culture|Module,TwoSpirit|ThaiCulture|APIModule,TwoSpirit,,,,ThaiCulture,,,,,,,,,,APIModule,0,0,LABEL: 0
21,46,3,46,Gender|Culture|Module,TwoSpirit|ThaiCulture|APIModule,TwoSpirit,,,,ThaiCulture,,,,,,,,,,APIModule,0,0,LABEL: 0
22,46,3,46,Gender|Culture|Module,TwoSpirit|ThaiCulture|APIModule,TwoSpirit,,,,ThaiCulture,,,,,,,,,,APIModule,1,0,LABEL: 0
23,46,3,46,Gender|Culture|Module,TwoSpirit|ThaiCulture|APIModule,TwoSpirit,,,,ThaiCulture,,,,,,,,,,APIModule,0,0,LABEL: 0
24,46,3,46,Gender|Culture|Module,TwoSpirit|ThaiCulture|APIModule,TwoSpirit,,,,ThaiCulture,,,,,,,,,,APIModule,1,0,LABEL: 0
25,46,3,46,Gender|Culture|Module,TwoSpirit|ThaiCulture|APIModule,TwoSpirit,,,,ThaiCulture,,,,,,,,,,APIModule,1,1,LABEL: 1
26,46,3,46,Gender|Culture|Module,TwoSpirit|ThaiCulture|APIModule,TwoSpirit,,,,ThaiCulture,,,,,,,,,,APIModule,0,0,LABEL: 0
27,46,3,46,Gender|Culture|Module,TwoSpirit|ThaiCulture|APIModule,TwoSpirit,,,,ThaiCulture,,,,,,,,,,APIModule,1,1,LABEL: 1
28,46,3,46,Gender|Culture|Module,TwoSpirit|ThaiCulture|APIModule,TwoSpirit,,,,ThaiCulture,,,,,,,,,,APIModule,0,0,LABEL: 0
29,46,3,46,Gender|Culture|Module,TwoSpirit|ThaiCulture|APIModule,TwoSpirit,,,,ThaiCulture,,,,,,,,,,APIModule,0,0,LABEL: 0
30,46,3,46,Gender|Culture|Module,TwoSpirit|ThaiCulture|APIModule,TwoSpirit,,,,ThaiCulture,,,,,,,,,,APIModule,0,0,LABEL: 0
31,46,3,46,Gender|Culture|Module,TwoSpirit|ThaiCulture|APIModule,TwoSpirit,,,,ThaiCulture,,,,,,,,,,APIModule,0,0,LABEL: 0
32,46,3,46,Gender|Culture|Module,TwoSpirit|ThaiCulture|APIModule,TwoSpirit,,,,ThaiCulture,,,,,,,,,,APIModule,1,0,LABEL: 0
33,46,3,46,Gender|Culture|Module,TwoSpirit|ThaiCulture|APIModule,TwoSpirit,,,,ThaiCulture,,,,,,,,,,APIModule,0,0,LABEL: 0
34,46,3,46,Gender|Culture|Module,TwoSpirit|ThaiCulture|APIModule,TwoSpirit,,,,ThaiCulture,,,,,,,,,,APIModule,0,0,LABEL: 0
35,46,3,46,Gender|Culture|Module,TwoSpirit|ThaiCulture|APIModule,TwoSpirit,,,,ThaiCulture,,,,,,,,,,APIModule,1,0,LABEL: 0
36,46,3,46,Gender|Culture|Module,TwoSpirit|ThaiCulture|APIModule,TwoSpirit,,,,ThaiCulture,,,,,,,,,,APIModule,0,1,LABEL: 1
37,46,3,46,Gender|Culture|Module,TwoSpirit|ThaiCulture|APIModule,TwoSpirit,,,,ThaiCulture,,,,,,,,,,APIModule,0,0,LABEL: 0
38,46,3,46,Gender|Culture|Module,TwoSpirit|ThaiCulture|APIModule,TwoSpirit,,,,ThaiCulture,,,,,,,,,,APIModule,1,0,LABEL: 0
